HITId,summary,AssignmentId,WorkerId,rawEventAnnot,storyIx,sentIx,memType,sent,majorBin,minorBin,expectedBin,surprisingBin,eventOrNot,HippocorpusAssignmentId
3URJ6VVYUP9FXT7VYXI0EBQ1D2MO4G,"My story is about a relatively routine trip to the grocery store that ended up forming a friendship.  I, a younger person, she an older woman.",384PI804XTNFJHFHCFI9BX6BGQB0S0,9VX0V6TF,major-surprising,1,0,recalled,I was grocery shopping a few weeks ago.,1,0,0,1,1,33M4IA01QHNBFSLF027BU1NO5YSXRL
3URJ6VVYUP9FXT7VYXI0EBQ1D2MO4G,"My story is about a relatively routine trip to the grocery store that ended up forming a friendship.  I, a younger person, she an older woman.",39L1G8WVWRDB6PFKIJL8HUH9T2I13C,HFOOJUBG,major-surprising,1,0,recalled,I was grocery shopping a few weeks ago.,1,0,0,1,1,33M4IA01QHNBFSLF027BU1NO5YSXRL
3URJ6VVYUP9FXT7VYXI0EBQ1D2MO4G,"My story is about a relatively routine trip to the grocery store that ended up forming a friendship.  I, a younger person, she an older woman.",3QILPRALQ6H0LTSFZNE25I2NCPF8NJ,RYN1EIYJ,minor-expected,1,0,recalled,I was grocery shopping a few weeks ago.,0,1,1,0,1,33M4IA01QHNBFSLF027BU1NO5YSXRL
3URJ6VVYUP9FXT7VYXI0EBQ1D2MO4G,"My story is about a relatively routine trip to the grocery store that ended up forming a friendship.  I, a younger person, she an older woman.",3WZ36BJEV42HI4V6ZVKO5JYG9E2BT4,TQMFXTZM,minor-expected,1,0,recalled,I was grocery shopping a few weeks ago.,0,1,1,0,1,33M4IA01QHNBFSLF027BU1NO5YSXRL
3URJ6VVYUP9FXT7VYXI0EBQ1D2MO4G,"My story is about a relatively routine trip to the grocery store that ended up forming a friendship.  I, a younger person, she an older woman.",3YMU66OBIOUN4CCMFNVDSBMPEWJGHY,DFV6L6A1,noEvent,1,0,recalled,I was grocery shopping a few weeks ago.,0,0,0,0,0,33M4IA01QHNBFSLF027BU1NO5YSXRL
3URJ6VVYUP9FXT7VYXI0EBQ1D2MO4G,"My story is about a relatively routine trip to the grocery store that ended up forming a friendship.  I, a younger person, she an older woman.",3ZPBJO59KQNKSS2VDXU5MQJS15YDHI,RN48AOW0,minor-expected,1,0,recalled,I was grocery shopping a few weeks ago.,0,1,1,0,1,33M4IA01QHNBFSLF027BU1NO5YSXRL
3JAOYN9IHLO5T8V5FLTPG30K4BV33G,My mom fell and was hospitalized.  She went to rehab.  She then went to the nursing home because the doctors did not feel that she could live safely at home.  She died in the nursing home.,333U7HK6IA1GJYXL1XXQY3Z7EW7JDW,HRCRPH3D,major-surprising,1,0,imagined,Three months ago a trail of events happened that was really awful for me and my family.,1,0,0,1,1,39OWYR0EPLD3C76GE3TJWQGEY3DYF3
3JAOYN9IHLO5T8V5FLTPG30K4BV33G,My mom fell and was hospitalized.  She went to rehab.  She then went to the nursing home because the doctors did not feel that she could live safely at home.  She died in the nursing home.,3FPRZHYEPZTRS1VIPX5XOIOPI6P3V3,2W0J42GR,major-surprising,1,0,imagined,Three months ago a trail of events happened that was really awful for me and my family.,1,0,0,1,1,39OWYR0EPLD3C76GE3TJWQGEY3DYF3
3JAOYN9IHLO5T8V5FLTPG30K4BV33G,My mom fell and was hospitalized.  She went to rehab.  She then went to the nursing home because the doctors did not feel that she could live safely at home.  She died in the nursing home.,3K4J6M3CXFF8UP489HLLBPZL11TGAN,1P8X0XDY,major-expected,1,0,imagined,Three months ago a trail of events happened that was really awful for me and my family.,1,0,1,0,1,39OWYR0EPLD3C76GE3TJWQGEY3DYF3
3JAOYN9IHLO5T8V5FLTPG30K4BV33G,My mom fell and was hospitalized.  She went to rehab.  She then went to the nursing home because the doctors did not feel that she could live safely at home.  She died in the nursing home.,3MD9PLUKKJ0F5PT28DEFI2ZRBYNZNG,RN48AOW0,noEvent,1,0,imagined,Three months ago a trail of events happened that was really awful for me and my family.,0,0,0,0,0,39OWYR0EPLD3C76GE3TJWQGEY3DYF3
3JAOYN9IHLO5T8V5FLTPG30K4BV33G,My mom fell and was hospitalized.  She went to rehab.  She then went to the nursing home because the doctors did not feel that she could live safely at home.  She died in the nursing home.,3OXV7EAXLFC6DBGHOPXPCQ8Q1D036E,NT6IJMZD,noEvent,1,0,imagined,Three months ago a trail of events happened that was really awful for me and my family.,0,0,0,0,0,39OWYR0EPLD3C76GE3TJWQGEY3DYF3
3JAOYN9IHLO5T8V5FLTPG30K4BV33G,My mom fell and was hospitalized.  She went to rehab.  She then went to the nursing home because the doctors did not feel that she could live safely at home.  She died in the nursing home.,3P4RDNWND6SXR9D7TBY1P0FK62UIJE,DFQUM9U1,noEvent,1,0,imagined,Three months ago a trail of events happened that was really awful for me and my family.,0,0,0,0,0,39OWYR0EPLD3C76GE3TJWQGEY3DYF3
3JAOYN9IHLO5T8V5FLTPG30K4BV33G,My mom fell and was hospitalized.  She went to rehab.  She then went to the nursing home because the doctors did not feel that she could live safely at home.  She died in the nursing home.,3WZ36BJEV42HI4V6ZVKO5JYG9DMTB4,DFV6L6A1,major-surprising,1,0,imagined,Three months ago a trail of events happened that was really awful for me and my family.,1,0,0,1,1,39OWYR0EPLD3C76GE3TJWQGEY3DYF3
3JAOYN9IHLO5T8V5FLTPG30K4BV33G,My mom fell and was hospitalized.  She went to rehab.  She then went to the nursing home because the doctors did not feel that she could live safely at home.  She died in the nursing home.,3Z7ISHFUH1HU2I6Y2BPW059WM3ZZ83,V1I4K4NW,major-surprising,1,0,imagined,Three months ago a trail of events happened that was really awful for me and my family.,1,0,0,1,1,39OWYR0EPLD3C76GE3TJWQGEY3DYF3
3BA7SXOG1JCJD7MD2SPHPIBBQB2R8Z,On the day that my Uncle's memorial service was happening I lost my best friend. My dog died. Even though I knew it was going to happen I was still unprepared.,30IQTZXKALSNFY1G6POWA5N3V5D0X8,7UXD1RA5,major-surprising,1,0,retold,"I knew that my dog was doing worse that morning, but she had come around before.",1,0,0,1,1,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0
3BA7SXOG1JCJD7MD2SPHPIBBQB2R8Z,On the day that my Uncle's memorial service was happening I lost my best friend. My dog died. Even though I knew it was going to happen I was still unprepared.,31IBVUNM9TLM8DBB9S6ZPRDMLWVVF5,DFV6L6A1,major-surprising,1,0,retold,"I knew that my dog was doing worse that morning, but she had come around before.",1,0,0,1,1,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0
3BA7SXOG1JCJD7MD2SPHPIBBQB2R8Z,On the day that my Uncle's memorial service was happening I lost my best friend. My dog died. Even though I knew it was going to happen I was still unprepared.,32XVDSJFP0JJHW5Q75Q1IC0KLZJM20,RN48AOW0,major-surprising,1,0,retold,"I knew that my dog was doing worse that morning, but she had come around before.",1,0,0,1,1,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0
3BA7SXOG1JCJD7MD2SPHPIBBQB2R8Z,On the day that my Uncle's memorial service was happening I lost my best friend. My dog died. Even though I knew it was going to happen I was still unprepared.,3IXQG4FA2UKYYPMS1PF7EJX4F6L9BM,HRCRPH3D,noEvent,1,0,retold,"I knew that my dog was doing worse that morning, but she had come around before.",0,0,0,0,0,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0
3BA7SXOG1JCJD7MD2SPHPIBBQB2R8Z,On the day that my Uncle's memorial service was happening I lost my best friend. My dog died. Even though I knew it was going to happen I was still unprepared.,3RKNTXVS3NKSI9BOEGJK202IBWQ4AU,NR3VON86,major-surprising,1,0,retold,"I knew that my dog was doing worse that morning, but she had come around before.",1,0,0,1,1,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0
3BA7SXOG1JCJD7MD2SPHPIBBQB2R8Z,On the day that my Uncle's memorial service was happening I lost my best friend. My dog died. Even though I knew it was going to happen I was still unprepared.,3VFJCI1K40L0T6QPBS776FOV15HRG6,1P8X0XDY,major-surprising,1,0,retold,"I knew that my dog was doing worse that morning, but she had come around before.",1,0,0,1,1,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0
3BA7SXOG1JCJD7MD2SPHPIBBQB2R8Z,On the day that my Uncle's memorial service was happening I lost my best friend. My dog died. Even though I knew it was going to happen I was still unprepared.,3WSELTNVR4OCZUQETHKSA8EARWGAT7,V1I4K4NW,major-surprising,1,0,retold,"I knew that my dog was doing worse that morning, but she had come around before.",1,0,0,1,1,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0
3BA7SXOG1JCJD7MD2SPHPIBBQB2R8Z,On the day that my Uncle's memorial service was happening I lost my best friend. My dog died. Even though I knew it was going to happen I was still unprepared.,3YDGXNSEO0GEZLI9HIZ669WNL9Q48S,ZNDE0UXG,minor-expected,1,0,retold,"I knew that my dog was doing worse that morning, but she had come around before.",0,1,1,0,1,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0
3T2EL38U0M69G78LXLC90RIZLY9XQC,"The other week my best friend and my boyfriend finally met for the first time.  We went to dinner, and afterwards met up at my friend's house and played with her dog.  It went really well, and I'm glad they got to meet after all this time.",32EYX73OY1VJYORKVXWOAUPMAD9RUJ,RN48AOW0,minor-expected,1,0,recalled,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",0,1,1,0,1,36WLNQG780WFTLD990VT6XXD11KEB6
3T2EL38U0M69G78LXLC90RIZLY9XQC,"The other week my best friend and my boyfriend finally met for the first time.  We went to dinner, and afterwards met up at my friend's house and played with her dog.  It went really well, and I'm glad they got to meet after all this time.",3BEFOD78W7FTKAKDBJ9PBRXI5DLM42,V1I4K4NW,major-expected,1,0,recalled,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",1,0,1,0,1,36WLNQG780WFTLD990VT6XXD11KEB6
3T2EL38U0M69G78LXLC90RIZLY9XQC,"The other week my best friend and my boyfriend finally met for the first time.  We went to dinner, and afterwards met up at my friend's house and played with her dog.  It went really well, and I'm glad they got to meet after all this time.",3EG49X351VYIT9NV8E4DJ6XU89EX6N,RYN1EIYJ,minor-expected,1,0,recalled,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",0,1,1,0,1,36WLNQG780WFTLD990VT6XXD11KEB6
3T2EL38U0M69G78LXLC90RIZLY9XQC,"The other week my best friend and my boyfriend finally met for the first time.  We went to dinner, and afterwards met up at my friend's house and played with her dog.  It went really well, and I'm glad they got to meet after all this time.",3GM6G9ZBKOJD1VZ3QKAXJZ9ALCQTMT,DFV6L6A1,minor-expected,1,0,recalled,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",0,1,1,0,1,36WLNQG780WFTLD990VT6XXD11KEB6
3T2EL38U0M69G78LXLC90RIZLY9XQC,"The other week my best friend and my boyfriend finally met for the first time.  We went to dinner, and afterwards met up at my friend's house and played with her dog.  It went really well, and I'm glad they got to meet after all this time.",3JMSRU9HQJGU2ZBFEHMT79SM9VGVEN,7P69JHYR,minor-expected,1,0,recalled,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",0,1,1,0,1,36WLNQG780WFTLD990VT6XXD11KEB6
3T2EL38U0M69G78LXLC90RIZLY9XQC,"The other week my best friend and my boyfriend finally met for the first time.  We went to dinner, and afterwards met up at my friend's house and played with her dog.  It went really well, and I'm glad they got to meet after all this time.",3MRNMEIQW6SMEOLL4I93EICZILHDLX,BJPGYWMP,minor-expected,1,0,recalled,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",0,1,1,0,1,36WLNQG780WFTLD990VT6XXD11KEB6
3T2EL38U0M69G78LXLC90RIZLY9XQC,"The other week my best friend and my boyfriend finally met for the first time.  We went to dinner, and afterwards met up at my friend's house and played with her dog.  It went really well, and I'm glad they got to meet after all this time.",3QHK8ZVMIN4TZRN1QMIXJSOZF02LBV,46XABTOS,major-expected,1,0,recalled,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",1,0,1,0,1,36WLNQG780WFTLD990VT6XXD11KEB6
3T2EL38U0M69G78LXLC90RIZLY9XQC,"The other week my best friend and my boyfriend finally met for the first time.  We went to dinner, and afterwards met up at my friend's house and played with her dog.  It went really well, and I'm glad they got to meet after all this time.",3S0TNUHWKU4RZH12AT0Z9DQTYMSD8N,GNP2WUGT,major-surprising,1,0,recalled,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",1,0,0,1,1,36WLNQG780WFTLD990VT6XXD11KEB6
3C8QQOM6JPN1ZF3D6U4CGVWQNFILIB,I am a professional photographer. I recently had my first portrait published in a magazine. It was very exciting and a huge milestone for me!,33OOO72IVI70S9NCDVGJG34YRYOCTW,HRCRPH3D,minor-expected,1,0,retold,I am a professional photographer and recently reached a big milestone as a photographer.,0,1,1,0,1,3HRMW88U17CCLM2CSIMNZO6328NM0R
3C8QQOM6JPN1ZF3D6U4CGVWQNFILIB,I am a professional photographer. I recently had my first portrait published in a magazine. It was very exciting and a huge milestone for me!,3AMW0RGHOEOLRLRWL4GDR4XD1ZFNPI,09B8XTFX,major-surprising,1,0,retold,I am a professional photographer and recently reached a big milestone as a photographer.,1,0,0,1,1,3HRMW88U17CCLM2CSIMNZO6328NM0R
3C8QQOM6JPN1ZF3D6U4CGVWQNFILIB,I am a professional photographer. I recently had my first portrait published in a magazine. It was very exciting and a huge milestone for me!,3CTOC39K38C02PWBAKU4YBPBSL4J73,DFV6L6A1,major-surprising,1,0,retold,I am a professional photographer and recently reached a big milestone as a photographer.,1,0,0,1,1,3HRMW88U17CCLM2CSIMNZO6328NM0R
3C8QQOM6JPN1ZF3D6U4CGVWQNFILIB,I am a professional photographer. I recently had my first portrait published in a magazine. It was very exciting and a huge milestone for me!,3K5TEWLKGWX6I4D1A0CKSOQE1OZIVV,46XABTOS,major-surprising,1,0,retold,I am a professional photographer and recently reached a big milestone as a photographer.,1,0,0,1,1,3HRMW88U17CCLM2CSIMNZO6328NM0R
3C8QQOM6JPN1ZF3D6U4CGVWQNFILIB,I am a professional photographer. I recently had my first portrait published in a magazine. It was very exciting and a huge milestone for me!,3PXX5PX6LYKC38WXTVT7AE8OLO3AB2,RN48AOW0,major-expected,1,0,retold,I am a professional photographer and recently reached a big milestone as a photographer.,1,0,1,0,1,3HRMW88U17CCLM2CSIMNZO6328NM0R
3C8QQOM6JPN1ZF3D6U4CGVWQNFILIB,I am a professional photographer. I recently had my first portrait published in a magazine. It was very exciting and a huge milestone for me!,3UNH76FOCTR9IHYX0QXWRG1P0F2YMJ,E6SRIW69,noEvent,1,0,retold,I am a professional photographer and recently reached a big milestone as a photographer.,0,0,0,0,0,3HRMW88U17CCLM2CSIMNZO6328NM0R
3C8QQOM6JPN1ZF3D6U4CGVWQNFILIB,I am a professional photographer. I recently had my first portrait published in a magazine. It was very exciting and a huge milestone for me!,3UNH76FOCTR9IHYX0QXWRG1P0FOYM5,2VV10APY,major-surprising,1,0,retold,I am a professional photographer and recently reached a big milestone as a photographer.,1,0,0,1,1,3HRMW88U17CCLM2CSIMNZO6328NM0R
3C8QQOM6JPN1ZF3D6U4CGVWQNFILIB,I am a professional photographer. I recently had my first portrait published in a magazine. It was very exciting and a huge milestone for me!,3YZ8UPK3VU8FSM21D06TLZQ0AD7UCJ,RYN1EIYJ,major-surprising,1,0,retold,I am a professional photographer and recently reached a big milestone as a photographer.,1,0,0,1,1,3HRMW88U17CCLM2CSIMNZO6328NM0R
3EQVJH0T407PMX0Y9LOI2A5SHFPTHT,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,3AUQQEL7U6FVB9WL6ANEMKQIFU50V5,RNSDD8JN,major-surprising,1,0,recalled,My brother was getting married.,1,0,0,1,1,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR
3EQVJH0T407PMX0Y9LOI2A5SHFPTHT,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,3I0BTBYZAY7CF3RQBLAYTJUCXBA0YH,HRCRPH3D,minor-expected,1,0,recalled,My brother was getting married.,0,1,1,0,1,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR
3EQVJH0T407PMX0Y9LOI2A5SHFPTHT,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,3IJXV6UZ1Y5EPXWK1G7ARR1BGILRIA,V1I4K4NW,major-expected,1,0,recalled,My brother was getting married.,1,0,1,0,1,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR
3EQVJH0T407PMX0Y9LOI2A5SHFPTHT,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,3IUZPWIU1PTA3O3U0D2SR6O501NKWF,C5LDTXXZ,major-surprising,1,0,recalled,My brother was getting married.,1,0,0,1,1,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR
3EQVJH0T407PMX0Y9LOI2A5SHFPTHT,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,3LRLIPTPERVDWB0RZ8609HRE8ILKA5,RN48AOW0,major-surprising,1,0,recalled,My brother was getting married.,1,0,0,1,1,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR
3EQVJH0T407PMX0Y9LOI2A5SHFPTHT,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,3ON104KXQLIPPMERFLFCKPZ93FR4W3,BJPGYWMP,major-expected,1,0,recalled,My brother was getting married.,1,0,1,0,1,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR
3EQVJH0T407PMX0Y9LOI2A5SHFPTHT,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,3PMBY0YE28PH8UEYFPB2P33MXRJ9CR,I041U95A,major-surprising,1,0,recalled,My brother was getting married.,1,0,0,1,1,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR
3EQVJH0T407PMX0Y9LOI2A5SHFPTHT,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,3Y4W8Q93L06PATXFIMB91RA19JFVDU,DFV6L6A1,major-surprising,1,0,recalled,My brother was getting married.,1,0,0,1,1,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,33PPO7FECW1KONDFJFCQM2K71HIIDJ,DT1KKICL,major-surprising,1,0,retold,Two women decided to be together for the rest of their lives on this day.,1,0,0,1,1,3LRKMWOKB63JG349MUGVQEVR2YXZ2D
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,3FTYUGLFSV78CZI0CVTWXTG2WVPD5H,DFV6L6A1,major-surprising,1,0,retold,Two women decided to be together for the rest of their lives on this day.,1,0,0,1,1,3LRKMWOKB63JG349MUGVQEVR2YXZ2D
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,3H8DHMCCWAXBUI33JIX2ZIZKTL7DKP,E2KJRW73,major-expected,1,0,retold,Two women decided to be together for the rest of their lives on this day.,1,0,1,0,1,3LRKMWOKB63JG349MUGVQEVR2YXZ2D
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,3IGI0VL648636LFV643Y24SNRUJNO1,91B8AFP7,major-surprising,1,0,retold,Two women decided to be together for the rest of their lives on this day.,1,0,0,1,1,3LRKMWOKB63JG349MUGVQEVR2YXZ2D
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,3KB8R4ZV1FTDDZ90FVLH60JRJJRGBV,RYN1EIYJ,major-surprising,1,0,retold,Two women decided to be together for the rest of their lives on this day.,1,0,0,1,1,3LRKMWOKB63JG349MUGVQEVR2YXZ2D
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,3Q5C1WP23NNEK42OW291WRFT7Y9152,ODTGC18M,major-surprising,1,0,retold,Two women decided to be together for the rest of their lives on this day.,1,0,0,1,1,3LRKMWOKB63JG349MUGVQEVR2YXZ2D
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,3QHK8ZVMIN4TZRN1QMIXJSOZF00BLJ,6CCVCF1T,major-surprising,1,0,retold,Two women decided to be together for the rest of their lives on this day.,1,0,0,1,1,3LRKMWOKB63JG349MUGVQEVR2YXZ2D
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,3ZR9AIQJUCVWHWD6MEMRDUQ52A840X,V6SF0OQ8,major-surprising,1,0,retold,Two women decided to be together for the rest of their lives on this day.,1,0,0,1,1,3LRKMWOKB63JG349MUGVQEVR2YXZ2D
3CMV9YRYP3NXUQNJOCPCSWBQ0U7LJN,"I developed a sudden severe pain, enduring it for many hours - decided to go to the ER after worrying it could be very serious (such as a stroke) and was given the all clear. I fully recuperated and was given medicine, and the healing was rather quick.",33L7PJKHCHKYG6XZWJ0EEH8F171T85,2W0J42GR,noEvent,1,0,retold,After the pain - The healing.,0,0,0,0,0,3SITXWYCNWVOZL4Q45LLUMIKYIZXB5
3CMV9YRYP3NXUQNJOCPCSWBQ0U7LJN,"I developed a sudden severe pain, enduring it for many hours - decided to go to the ER after worrying it could be very serious (such as a stroke) and was given the all clear. I fully recuperated and was given medicine, and the healing was rather quick.",34FNN24DCNVBAADR8RGAAEQ3EJJY5Y,2BUC3QA6,noEvent,1,0,retold,After the pain - The healing.,0,0,0,0,0,3SITXWYCNWVOZL4Q45LLUMIKYIZXB5
3CMV9YRYP3NXUQNJOCPCSWBQ0U7LJN,"I developed a sudden severe pain, enduring it for many hours - decided to go to the ER after worrying it could be very serious (such as a stroke) and was given the all clear. I fully recuperated and was given medicine, and the healing was rather quick.",36V4Q8R5ZLM09F7B9GG2EUYN15TQME,YJZI4L0O,major-surprising,1,0,retold,After the pain - The healing.,1,0,0,1,1,3SITXWYCNWVOZL4Q45LLUMIKYIZXB5
3CMV9YRYP3NXUQNJOCPCSWBQ0U7LJN,"I developed a sudden severe pain, enduring it for many hours - decided to go to the ER after worrying it could be very serious (such as a stroke) and was given the all clear. I fully recuperated and was given medicine, and the healing was rather quick.",37XITHEISXVNCUAK96BOGO3G3DRCRJ,HRCRPH3D,noEvent,1,0,retold,After the pain - The healing.,0,0,0,0,0,3SITXWYCNWVOZL4Q45LLUMIKYIZXB5
3CMV9YRYP3NXUQNJOCPCSWBQ0U7LJN,"I developed a sudden severe pain, enduring it for many hours - decided to go to the ER after worrying it could be very serious (such as a stroke) and was given the all clear. I fully recuperated and was given medicine, and the healing was rather quick.",3QUO65DNQVAG1BZ435FKGZKHZQCOUU,DFV6L6A1,major-expected,1,0,retold,After the pain - The healing.,1,0,1,0,1,3SITXWYCNWVOZL4Q45LLUMIKYIZXB5
3CMV9YRYP3NXUQNJOCPCSWBQ0U7LJN,"I developed a sudden severe pain, enduring it for many hours - decided to go to the ER after worrying it could be very serious (such as a stroke) and was given the all clear. I fully recuperated and was given medicine, and the healing was rather quick.",3UNH76FOCTR9IHYX0QXWRG1P0F3MY8,L8US8H51,noEvent,1,0,retold,After the pain - The healing.,0,0,0,0,0,3SITXWYCNWVOZL4Q45LLUMIKYIZXB5
